CLIENTNUM,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio,Total_Amt_Chng_Q4_Q1,Total_Ct_Chng_Q4_Q1
712234308,"$4,928.00",1805,3123.0,4767,90,0.366,0.641,0.698
708334158,"$9,863.00",686,9177.0,3068,58,0.07,0.581,0.933
812488608,"$5,024.00",2209,2815.0,4908,73,0.44,0.66,0.659
793345008,"$1,438.30",0,1438.3,4287,80,0.0,0.801,0.667
715487733,"$1,452.00",0,1452.0,2287,42,0.0,0.553,0.5
788856408,"$3,317.00",1041,2276.0,4264,75,0.314,0.923,1.027
708154833,"$1,438.30",811,627.3,2336,46,0.564,0.571,0.278
721147383,"$2,448.00",1740,708.0,4087,81,0.711,0.901,0.841
803973483,"$1,546.00",0,1546.0,4496,83,0.0,0.793,0.66
788941983,"$2,013.00",0,2013.0,2425,50,0.0,0.602,0.923
715603233,"$2,293.00",1460,833.0,4436,74,0.637,0.658,0.542
709945458,"$1,438.30",512,926.3,4791,82,0.356,0.776,0.708
714614133,"$2,819.00",0,2819.0,2128,39,0.0,0.4,0.444
768167358,"$1,702.00",1018,684.0,4301,86,0.598,0.645,0.72
737967708,"$1,611.00",938,673.0,4087,86,0.582,0.601,0.911
712920633,"$1,438.30",0,1438.3,4348,79,0.0,0.618,0.646
780373233,"$2,863.00",1940,923.0,4985,90,0.678,0.823,0.636
721384308,"$3,272.00",2323,949.0,4763,86,0.71,1.123,0.593
712242633,"$2,677.00",2517,160.0,3911,76,0.94,0.609,0.81
713610933,"$2,708.00",0,2708.0,4277,90,0.0,0.572,0.636
714257958,"$1,738.00",0,1738.0,4220,68,0.0,0.654,0.889
772172883,"$6,145.00",1349,4796.0,4893,93,0.22,0.971,0.824
720204558,"$1,640.00",999,641.0,4597,77,0.609,0.811,0.878
779635533,"$2,348.00",1028,1320.0,5125,71,0.438,0.469,0.578
804658833,"$1,657.00",0,1657.0,4068,73,0.0,0.664,0.622
756691608,"$4,554.00",780,3774.0,4816,81,0.171,0.658,0.588
806219808,"$5,119.00",1972,3147.0,5146,88,0.385,0.835,0.956
826266483,"$10,600.00",598,10002.0,4586,81,0.056,0.843,0.929
775152708,"$20,769.00",901,19868.0,1835,43,0.043,0.371,0.72
787596558,"$7,116.00",981,6135.0,4748,85,0.138,0.858,0.735
803205258,"$2,420.00",2379,41.0,4348,86,0.983,0.741,0.955
716041908,"$2,082.00",805,1277.0,4383,75,0.387,1.049,0.875
708837858,"$2,718.00",1718,1000.0,4423,68,0.632,0.679,0.619
828227433,"$5,626.00",778,4848.0,4957,84,0.138,1.009,1.049
714487458,"$2,920.00",0,2920.0,2306,39,0.0,0.516,0.625
711390333,"$6,526.00",489,6037.0,2331,45,0.075,0.678,0.452
787974108,"$1,793.00",792,1001.0,2374,40,0.442,0.723,0.429
714036258,"$2,798.00",1963,835.0,4255,64,0.702,0.805,0.561
788752833,"$2,427.00",1581,846.0,3857,69,0.651,0.694,0.816
773108958,"$3,011.00",2138,873.0,4439,75,0.71,0.565,0.875
782437008,"$2,255.00",1769,486.0,4717,83,0.784,0.767,0.804
710729358,"$6,479.00",0,6479.0,2539,42,0.0,0.946,0.5
827423433,"$7,492.00",1399,6093.0,3668,67,0.187,0.533,0.675
756919683,"$3,632.00",1294,2338.0,4339,86,0.356,0.924,0.686
779219208,"$1,744.00",0,1744.0,4811,86,0.0,0.702,0.686
712342833,"$5,905.00",2248,3657.0,4042,80,0.381,0.728,0.86
721121283,"$2,573.00",1280,1293.0,4289,81,0.497,0.718,0.841
790006383,"$9,654.00",2035,7619.0,4221,67,0.211,0.648,0.634
756989583,"$1,605.00",0,1605.0,4418,68,0.0,0.637,0.659
717477783,"$10,195.00",2389,7806.0,1563,36,0.234,0.427,0.44
716614683,"$34,516.00",1255,33261.0,3847,73,0.036,0.731,0.698
789942033,"$10,573.00",0,10573.0,2237,43,0.0,0.794,0.387
740784258,"$1,789.00",1088,701.0,4191,90,0.608,0.683,0.525
711336033,"$7,595.00",1032,6563.0,4080,72,0.136,1.035,0.8
768141558,"$3,272.00",1896,1376.0,4220,74,0.579,0.725,0.897
717179508,"$2,382.00",1565,817.0,4011,68,0.657,0.73,0.838
716520033,"$1,981.00",1448,533.0,4639,61,0.731,0.723,0.743
783625008,"$22,294.00",0,22294.0,3444,71,0.0,0.647,0.614
769330908,"$2,574.00",1555,1019.0,4134,62,0.604,0.583,0.55
789396783,"$2,112.00",1109,1003.0,4729,78,0.525,0.693,0.733
709310433,"$5,441.00",812,4629.0,4480,76,0.149,0.534,0.551
713094483,"$4,391.00",0,4391.0,4741,78,0.0,0.757,0.814
770753733,"$3,044.00",1865,1179.0,4854,85,0.613,0.852,1.024
712659408,"$2,721.00",2159,562.0,4578,81,0.793,0.846,0.653
768475383,"$4,467.00",0,4467.0,4007,74,0.0,0.888,0.542
779655183,"$5,033.00",0,5033.0,4054,82,0.0,0.597,0.822
711278283,"$8,604.00",1075,7529.0,4705,65,0.125,0.464,0.806
713345508,"$2,325.00",1662,663.0,4471,83,0.715,0.8,0.804
711379083,"$2,758.00",1429,1329.0,5124,74,0.518,0.718,0.644
789144633,"$9,705.00",850,8855.0,2001,34,0.088,0.481,0.889
708393633,"$2,685.00",1647,1038.0,4625,94,0.613,0.812,0.516
708657033,"$2,694.00",1923,771.0,3837,71,0.714,0.714,0.732
717949008,"$1,554.00",412,1142.0,2341,43,0.265,0.568,0.483
788866983,"$1,438.30",0,1438.3,3383,61,0.0,0.923,1.103
751283658,"$1,786.00",1316,470.0,4306,73,0.737,0.704,1.086
718243533,"$2,648.00",0,2648.0,3880,74,0.0,0.715,0.721
779754408,"$2,477.00",2123,354.0,4349,69,0.857,0.699,0.725
794866983,"$7,336.00",1031,6305.0,3812,67,0.141,0.658,0.675
711832533,"$34,516.00",1396,33120.0,3748,62,0.04,0.688,0.938
788552658,"$2,479.00",1759,720.0,4562,86,0.71,0.81,0.72
715415508,"$9,396.00",1870,7526.0,4301,71,0.199,0.714,0.651
719962458,"$2,561.00",1491,1070.0,4869,70,0.582,0.733,0.522
712734933,"$4,020.00",0,4020.0,1952,39,0.0,0.563,0.345
717410508,"$25,856.00",1281,24575.0,3303,70,0.05,0.975,0.795
711796683,"$7,398.00",1581,5817.0,4311,73,0.214,0.428,0.921
709407933,"$34,516.00",1802,32714.0,4544,80,0.052,0.912,0.569
810493458,"$4,058.00",1349,2709.0,4388,72,0.332,0.723,0.6
720494058,"$3,042.00",0,3042.0,4781,79,0.0,0.578,0.756
717050883,"$2,688.00",1617,1071.0,4183,71,0.602,0.552,0.614
713163258,"$3,388.00",0,3388.0,1959,52,0.0,0.368,0.857
715659333,"$4,902.00",2517,2385.0,4508,69,0.513,0.982,0.643
712414908,"$3,241.00",0,3241.0,4992,80,0.0,0.629,0.739
720175008,"$5,069.00",1843,3226.0,4055,66,0.364,0.826,0.692
719876808,"$13,625.00",0,13625.0,3902,62,0.0,0.93,0.632
713334483,"$8,766.00",0,8766.0,2263,35,0.0,0.702,0.522
708360108,"$2,800.00",1338,1462.0,4869,90,0.478,0.818,0.8
720676158,"$9,005.00",1994,7011.0,5223,89,0.221,0.919,0.712
716631708,"$2,713.00",1990,723.0,4027,67,0.734,0.7,0.634
713025558,"$1,438.30",0,1438.3,1935,47,0.0,0.367,0.469
710506683,"$1,746.00",0,1746.0,4543,75,0.0,0.763,0.974
712428333,"$2,930.00",1901,1029.0,4041,75,0.649,0.638,0.596
718041033,"$2,178.00",1455,723.0,5363,76,0.668,1.001,0.81
709169133,"$1,438.30",0,1438.3,3995,82,0.0,0.751,0.608
718164858,"$2,021.00",1281,740.0,4642,97,0.634,0.847,0.672
809565183,"$1,842.00",625,1217.0,2650,43,0.339,0.729,0.483
778377183,"$18,284.00",1144,17140.0,4846,92,0.063,0.767,0.736
712845258,"$34,516.00",1642,32874.0,4161,71,0.048,0.891,0.868
716915133,"$1,696.00",0,1696.0,4397,70,0.0,0.666,0.628
771403008,"$7,215.00",0,7215.0,4409,75,0.0,0.829,0.974
787441383,"$1,793.00",1284,509.0,3989,62,0.716,0.902,0.938
711345258,"$5,731.00",0,5731.0,4751,85,0.0,0.685,0.932
713685033,"$2,417.00",0,2417.0,1848,38,0.0,0.389,0.407
718205283,"$1,438.30",0,1438.3,5035,76,0.0,0.777,0.767
708337683,"$21,800.00",893,20907.0,3820,62,0.041,0.445,0.676
720941433,"$1,547.00",0,1547.0,2312,43,0.0,0.845,0.303
710201058,"$1,485.00",736,749.0,4198,65,0.496,0.622,0.912
770740308,"$2,631.00",1699,932.0,4691,92,0.646,0.668,0.704
787493808,"$2,700.00",2480,220.0,2396,49,0.919,0.686,0.531
708846183,"$3,307.00",2234,1073.0,4006,68,0.676,0.818,0.838
810586833,"$29,638.00",857,28781.0,3429,78,0.029,0.481,0.696
711151383,"$2,066.00",347,1719.0,2157,37,0.168,0.511,0.321
712425258,"$1,859.00",1379,480.0,4260,72,0.742,0.836,0.714
772063308,"$13,362.00",0,13362.0,4155,79,0.0,0.682,0.795
718574808,"$2,431.00",1846,585.0,4327,74,0.759,0.612,0.644
717131283,"$6,034.00",1579,4455.0,4712,67,0.262,0.753,0.914
798996183,"$2,194.00",1512,682.0,4069,80,0.689,0.725,0.778
716831508,"$1,963.00",1524,439.0,3492,59,0.776,0.879,1.034
715297908,"$1,438.30",1125,313.3,2534,52,0.782,0.611,0.486
813234108,"$2,922.00",1212,1710.0,3895,70,0.415,0.662,0.591
711027183,"$6,943.00",600,6343.0,4946,80,0.086,0.653,0.739
718812708,"$34,516.00",219,34297.0,1882,48,0.006,0.482,0.714
709505808,"$4,345.00",2198,2147.0,1918,31,0.506,0.465,0.292
711267633,"$4,248.00",316,3932.0,2271,36,0.074,0.661,0.333
719613783,"$1,438.30",0,1438.3,4211,64,0.0,0.872,0.778
719035758,"$2,383.00",1516,867.0,4917,78,0.636,0.857,0.95
708473133,"$1,677.00",0,1677.0,4588,68,0.0,0.824,0.7
712996833,"$2,392.00",1129,1263.0,4309,86,0.472,0.695,0.72
720963258,"$3,474.00",0,3474.0,2675,37,0.0,0.735,0.48
819606258,"$8,737.00",1629,7108.0,3876,55,0.186,0.618,0.774
714634983,"$3,517.00",0,3517.0,2403,48,0.0,0.634,0.548
806428908,"$13,397.00",0,13397.0,5049,75,0.0,0.814,0.63
710903358,"$6,352.00",1386,4966.0,3709,77,0.218,0.5,0.604
712676208,"$1,787.00",1324,463.0,4084,79,0.741,0.684,1.026
709005633,"$18,734.00",0,18734.0,2112,52,0.0,0.674,0.857
712102983,"$1,438.30",0,1438.3,3832,87,0.0,0.634,0.673
754480233,"$3,525.00",0,3525.0,4742,62,0.0,0.798,0.824
719042208,"$2,067.00",1250,817.0,4565,65,0.605,0.891,0.806
716251608,"$2,051.00",0,2051.0,4355,87,0.0,0.989,0.977
715537383,"$27,378.00",1893,25485.0,3934,78,0.069,0.432,0.592
709460883,"$1,614.00",0,1614.0,2437,46,0.0,0.609,0.438
789325008,"$7,862.00",1991,5871.0,3645,82,0.253,0.654,0.608
719195733,"$4,284.00",1900,2384.0,4948,85,0.444,0.971,0.848
787665258,"$1,438.30",0,1438.3,2393,36,0.0,0.749,0.636
710226708,"$1,438.30",680,758.3,4573,93,0.473,0.77,0.691
711982383,"$21,805.00",1777,20028.0,4694,79,0.081,0.519,0.411
716345283,"$4,712.00",1920,2792.0,4277,66,0.407,0.596,0.571
816850458,"$1,698.00",0,1698.0,2448,40,0.0,0.823,0.379
710842308,"$2,264.00",928,1336.0,4150,83,0.41,0.662,0.844
713132133,"$2,720.00",1694,1026.0,5103,81,0.623,0.843,0.761
788874333,"$15,631.00",1305,14326.0,4313,67,0.083,0.668,0.914
717987258,"$2,594.00",1686,908.0,4503,67,0.65,0.624,0.811
793712658,"$15,011.00",2517,12494.0,1821,36,0.168,0.713,0.385
708324483,"$1,548.00",0,1548.0,4420,71,0.0,0.664,0.775
768612258,"$2,700.00",1623,1077.0,4171,78,0.601,0.848,0.814
719659758,"$2,919.00",1670,1249.0,4194,72,0.572,1.041,0.756
711313158,"$10,721.00",0,10721.0,4962,74,0.0,0.861,0.51
716483358,"$6,125.00",1329,4796.0,5481,68,0.217,0.646,0.7
719829633,"$3,200.00",1733,1467.0,5026,79,0.542,0.909,0.837
812465958,"$12,286.00",997,11289.0,4960,83,0.081,0.726,0.729
786536808,"$21,543.00",0,21543.0,3928,82,0.0,0.53,0.64
807369708,"$6,355.00",0,6355.0,4009,74,0.0,0.711,0.947
711397533,"$5,616.00",2410,3206.0,3410,62,0.429,0.962,0.59
711740508,"$2,661.00",1575,1086.0,4615,82,0.592,0.735,0.708
715233108,"$2,836.00",862,1974.0,4121,83,0.304,0.772,0.694
813807258,"$1,438.30",0,1438.3,4670,82,0.0,0.707,0.864
769183908,"$2,109.00",683,1426.0,4321,58,0.324,0.593,0.812
718451133,"$14,951.00",1413,13538.0,3899,68,0.095,0.784,1.061
721115733,"$1,591.00",894,697.0,3698,79,0.562,0.786,1.026
720085233,"$8,930.00",2517,6413.0,2167,38,0.282,0.661,0.357
717036408,"$4,685.00",1626,3059.0,4560,81,0.347,0.945,0.588
714427608,"$2,555.00",681,1874.0,4888,78,0.267,0.576,0.814
780019908,"$2,172.00",644,1528.0,4657,82,0.297,0.673,0.907
827898033,"$2,912.00",0,2912.0,2465,54,0.0,0.621,1.077
720302883,"$3,390.00",2180,1210.0,4585,78,0.643,0.877,0.95
715893633,"$2,193.00",1084,1109.0,4755,81,0.494,0.974,0.761
720730683,"$17,412.00",730,16682.0,4997,84,0.042,0.837,0.615
720638283,"$2,801.00",1731,1070.0,4568,83,0.618,0.644,0.93
789053883,"$11,186.00",2231,8955.0,3692,84,0.199,0.708,0.647
719286708,"$2,434.00",1340,1094.0,4498,76,0.551,0.668,0.81
713952558,"$1,790.00",1474,316.0,2128,40,0.823,0.595,0.429
793395933,"$2,716.00",1740,976.0,4208,69,0.641,0.65,0.568
813895458,"$2,874.00",0,2874.0,4617,89,0.0,0.676,0.78
771733608,"$1,438.30",0,1438.3,2276,40,0.0,0.809,0.538
710102208,"$18,776.00",0,18776.0,4464,75,0.0,0.81,0.596
719511783,"$1,438.30",1197,241.3,4916,78,0.832,0.917,0.696
712849158,"$19,793.00",2488,17305.0,2186,44,0.126,0.594,0.467
783070833,"$2,472.00",1899,573.0,4408,86,0.768,0.77,0.792
713419908,"$12,362.00",0,12362.0,4537,72,0.0,0.635,0.636
789345408,"$1,438.30",722,716.3,4983,53,0.502,0.894,1.12
720992883,"$3,189.00",1863,1326.0,4805,76,0.584,0.77,0.949
803652633,"$2,092.00",1575,517.0,5124,70,0.753,0.838,0.522
789248958,"$2,946.00",2517,429.0,5259,89,0.854,0.841,0.78
716178483,"$2,430.00",0,2430.0,4334,71,0.0,0.569,0.578
715440558,"$4,143.00",1888,2255.0,3940,74,0.456,0.561,0.805
711535158,"$2,197.00",461,1736.0,1955,42,0.21,0.636,0.448
713647083,"$9,314.00",1761,7553.0,3696,80,0.189,0.562,0.778
718311933,"$3,719.00",2517,1202.0,2587,43,0.677,0.666,0.536
718404783,"$6,996.00",0,6996.0,2384,33,0.0,0.871,0.375
817332483,"$7,306.00",0,7306.0,2445,43,0.0,0.875,0.593
710015733,"$2,029.00",621,1408.0,3142,37,0.306,1.001,0.85
794965233,"$13,199.00",781,12418.0,1927,44,0.059,0.411,0.63
710512833,"$3,304.00",1338,1966.0,5178,79,0.405,0.615,0.756
710803008,"$3,125.00",2041,1084.0,4372,68,0.653,0.675,0.659
712987608,"$1,438.30",1153,285.3,4263,84,0.802,0.866,0.909
716974383,"$2,491.00",1979,512.0,1911,35,0.794,0.629,0.75
720930633,"$1,977.00",0,1977.0,2341,37,0.0,0.868,0.37
710136258,"$1,806.00",0,1806.0,2833,43,0.0,0.983,0.654
779438208,"$1,938.00",1175,763.0,4606,75,0.606,0.85,0.875
721017333,"$3,188.00",2002,1186.0,4606,83,0.628,0.825,0.804
720952608,"$2,288.00",1505,783.0,4396,68,0.658,0.788,0.659
712886733,"$1,780.00",1338,442.0,4268,87,0.752,0.966,0.673
810545733,"$2,373.00",1480,893.0,4228,63,0.624,0.631,0.658
822132858,"$23,250.00",0,23250.0,2205,43,0.0,0.564,0.654
713526258,"$34,516.00",0,34516.0,2020,33,0.0,0.517,0.375
712877733,"$12,882.00",1402,11480.0,4407,84,0.109,0.783,0.647
713339283,"$6,348.00",798,5550.0,4135,71,0.126,1.042,0.972
720473433,"$2,621.00",2486,135.0,4955,78,0.948,0.755,0.733
780584658,"$1,843.00",1293,550.0,2077,61,0.702,0.349,0.694
711824358,"$3,228.00",0,3228.0,4524,70,0.0,0.747,0.667
789990333,"$2,303.00",722,1581.0,4469,80,0.314,0.807,0.778
721332033,"$29,195.00",892,28303.0,4411,67,0.031,0.565,0.763
709612983,"$2,990.00",1828,1162.0,2265,41,0.611,0.488,0.414
771058908,"$2,873.00",2455,418.0,4563,72,0.855,1.0,0.756
715471833,"$28,253.00",0,28253.0,4525,67,0.0,0.479,0.763
711781233,"$1,882.00",0,1882.0,5221,87,0.0,0.8,0.891
713947908,"$1,630.00",0,1630.0,4426,91,0.0,0.605,0.784
709741608,"$4,546.00",0,4546.0,3739,53,0.0,0.651,0.963
709333608,"$2,395.00",1345,1050.0,4983,84,0.562,0.811,0.867
709688883,"$3,845.00",0,3845.0,2174,39,0.0,0.595,0.393
716269308,"$2,836.00",1362,1474.0,4192,90,0.48,0.661,0.731
708692583,"$1,506.00",168,1338.0,2312,44,0.112,0.671,0.467
709892658,"$1,605.00",1300,305.0,4495,67,0.81,0.95,0.718
713815383,"$11,778.00",0,11778.0,2147,44,0.0,0.603,0.375
710183283,"$2,747.00",0,2747.0,5032,84,0.0,0.834,0.68
711937158,"$2,501.00",0,2501.0,4837,87,0.0,0.832,0.74
771486933,"$2,563.00",2242,321.0,3942,84,0.875,1.114,0.826
717450633,"$1,659.00",1544,115.0,1920,39,0.931,0.408,0.345
718421808,"$3,068.00",1765,1303.0,4611,73,0.575,0.853,0.698
716403633,"$3,426.00",1650,1776.0,4467,69,0.482,0.622,1.029
717646983,"$3,214.00",424,2790.0,2720,53,0.132,0.877,0.71
778837083,"$12,906.00",321,12585.0,2078,62,0.025,0.76,0.55
768632958,"$8,708.00",1091,7617.0,2508,49,0.125,0.904,0.885
715622508,"$7,904.00",0,7904.0,2094,32,0.0,0.712,0.231
708402333,"$4,549.00",1313,3236.0,4782,88,0.289,0.777,0.66
708946008,"$1,438.30",1214,224.3,2445,39,0.844,0.783,0.444
715625658,"$4,476.00",1492,2984.0,4603,87,0.333,0.933,0.706
789599283,"$2,002.00",1448,554.0,3406,62,0.723,0.734,0.632
708960858,"$11,502.00",2066,9436.0,4786,85,0.18,0.889,1.125
814840833,"$7,924.00",2517,5407.0,2393,37,0.318,0.663,0.682
772082208,"$16,199.00",0,16199.0,4254,82,0.0,0.771,0.673
711597183,"$1,452.00",0,1452.0,4571,72,0.0,0.97,0.846
712110333,"$2,179.00",0,2179.0,2568,48,0.0,0.725,0.297
718673358,"$13,590.00",1528,12062.0,2137,52,0.112,0.728,0.486
712479633,"$1,695.00",0,1695.0,2428,43,0.0,0.561,0.593
716108283,"$4,430.00",1579,2851.0,4833,82,0.356,0.836,0.673
779360808,"$2,919.00",2032,887.0,4937,75,0.696,0.654,0.667
716352033,"$2,796.00",1035,1761.0,4869,78,0.37,0.664,0.857
716643033,"$2,580.00",2137,443.0,2981,40,0.828,1.056,0.481
711567333,"$2,834.00",1720,1114.0,4581,70,0.607,0.62,0.591
788756133,"$2,617.00",1508,1109.0,4400,60,0.576,1.393,0.818
755437533,"$1,522.00",1273,249.0,5005,77,0.836,0.735,0.674
713573508,"$16,509.00",425,16084.0,1740,43,0.026,0.356,0.387
709430508,"$7,316.00",1335,5981.0,1849,50,0.182,0.563,0.471
710645583,"$7,627.00",1742,5885.0,4349,75,0.228,0.771,0.705
714253983,"$9,465.00",0,9465.0,3675,59,0.0,0.657,1.107
771566208,"$8,795.00",1318,7477.0,4681,74,0.15,0.563,0.682
713314533,"$12,283.00",0,12283.0,1993,41,0.0,0.413,0.323
720725883,"$2,715.00",1503,1212.0,4177,68,0.554,0.704,0.659
708539583,"$19,897.00",2232,17665.0,3979,63,0.112,0.672,0.5
716747283,"$2,097.00",1224,873.0,5059,79,0.584,0.819,0.681
787519683,"$3,028.00",2270,758.0,4727,78,0.75,0.804,0.66
721044333,"$1,695.00",761,934.0,4905,91,0.449,0.797,0.75
713679633,"$1,438.30",0,1438.3,1813,51,0.0,0.305,0.759
711126483,"$1,438.30",599,839.3,5136,76,0.416,0.897,0.9
814191333,"$24,250.00",278,23972.0,2153,41,0.011,0.647,0.577
715040208,"$5,076.00",871,4205.0,4115,72,0.172,0.693,0.6
710769258,"$4,438.00",1513,2925.0,3895,75,0.341,0.807,0.829
715227633,"$1,964.00",0,1964.0,4240,60,0.0,0.776,0.622
708635058,"$1,904.00",886,1018.0,4798,85,0.465,0.695,0.809
709051533,"$2,933.00",1569,1364.0,4956,92,0.535,0.648,0.673
718940208,"$18,202.00",1841,16361.0,3551,68,0.101,0.76,0.7
712361583,"$34,516.00",760,33756.0,3756,67,0.022,0.407,0.558
708390633,"$2,421.00",2312,109.0,4219,69,0.955,0.674,0.605
720281508,"$2,406.00",1491,915.0,4625,91,0.62,0.606,0.685
720885558,"$2,621.00",2426,195.0,4885,74,0.926,0.727,1.114
709781208,"$2,291.00",0,2291.0,5409,82,0.0,0.892,0.822
710086308,"$3,645.00",1179,2466.0,4680,87,0.323,0.559,0.933
713282733,"$3,375.00",1730,1645.0,4341,64,0.513,0.514,0.684
815812683,"$8,856.00",1433,7423.0,5072,77,0.162,0.811,0.711
708204033,"$2,980.00",2093,887.0,4132,70,0.702,0.522,0.667
720040158,"$17,656.00",0,17656.0,4633,71,0.0,0.727,0.868
755996583,"$2,475.00",0,2475.0,2574,43,0.0,0.823,0.654
711359058,"$3,942.00",1711,2231.0,4622,71,0.434,0.61,0.614
714064908,"$1,771.00",1289,482.0,4813,84,0.728,0.911,0.867
717074283,"$17,678.00",0,17678.0,2566,49,0.0,0.788,0.815
765847383,"$20,958.00",0,20958.0,4425,78,0.0,0.769,0.696
789531633,"$4,117.00",777,3340.0,5218,88,0.189,0.592,0.6
820593033,"$18,524.00",1736,16788.0,4496,64,0.094,0.762,0.882
710078358,"$2,222.00",1291,931.0,4095,88,0.581,0.988,0.63
715025208,"$3,119.00",1778,1341.0,4168,63,0.57,1.01,0.853
709596783,"$1,611.00",0,1611.0,4444,78,0.0,0.731,0.857
715960308,"$4,090.00",2517,1573.0,2016,49,0.615,0.562,0.69
716653758,"$1,467.00",0,1467.0,4226,74,0.0,0.739,0.85
787268733,"$2,442.00",1507,935.0,4535,85,0.617,0.631,0.809
789923058,"$1,816.00",0,1816.0,2474,44,0.0,0.884,0.692
771079833,"$1,438.30",0,1438.3,4332,78,0.0,0.845,0.696
710507733,"$14,958.00",1644,13314.0,4038,68,0.11,0.686,0.511
779269158,"$21,961.00",0,21961.0,2237,39,0.0,0.653,0.393
711627558,"$1,625.00",912,713.0,3968,73,0.561,0.877,0.698
710536983,"$3,007.00",2517,490.0,4423,67,0.837,0.853,0.675
712237458,"$11,629.00",802,10827.0,3752,78,0.069,0.912,0.902
778289883,"$1,507.00",0,1507.0,2528,41,0.0,0.806,0.64
714154533,"$3,111.00",1994,1117.0,4478,56,0.641,0.753,0.697
803657133,"$1,848.00",1408,440.0,4757,75,0.762,0.779,0.923
769053033,"$4,142.00",2517,1625.0,2104,44,0.608,0.809,0.833
713613258,"$1,438.30",0,1438.3,4461,71,0.0,0.746,0.821
768544833,"$2,202.00",1414,788.0,4531,77,0.642,0.593,0.54
720782658,"$3,591.00",1749,1842.0,5079,80,0.487,0.733,0.905
768162108,"$4,781.00",0,4781.0,2451,50,0.0,0.788,0.667
710511858,"$3,832.00",1439,2393.0,4741,88,0.376,0.851,0.76
714516033,"$9,025.00",1005,8020.0,4412,87,0.111,0.568,0.706
788630958,"$11,627.00",0,11627.0,3264,67,0.0,0.638,0.396
717646008,"$5,686.00",0,5686.0,4338,67,0.0,1.027,0.675
712290258,"$2,636.00",1840,796.0,4056,67,0.698,0.844,0.811
716292033,"$1,438.30",0,1438.3,4815,84,0.0,0.568,0.787
780372408,"$4,976.00",866,4110.0,4317,69,0.174,0.985,0.568
720853158,"$13,951.00",1607,12344.0,4576,70,0.115,0.932,0.591
823507833,"$14,370.00",945,13425.0,4510,79,0.066,0.557,0.646
711111633,"$21,681.00",0,21681.0,3844,75,0.0,0.704,1.083
709904508,"$2,634.00",1644,990.0,4190,71,0.624,1.092,0.732
712022883,"$2,204.00",919,1285.0,4555,82,0.417,0.712,1.0
712173108,"$2,447.00",1991,456.0,4228,82,0.814,0.719,0.708
714156633,"$3,068.00",0,3068.0,4533,79,0.0,0.897,0.795
714581358,"$1,502.00",0,1502.0,2204,36,0.0,0.529,0.44
713256033,"$4,181.00",1604,2577.0,3955,74,0.384,0.659,0.574
825831933,"$3,136.00",1103,2033.0,4528,81,0.352,0.812,0.884
720274158,"$4,478.00",1700,2778.0,3879,76,0.38,0.655,1.235
772394883,"$7,359.00",0,7359.0,2869,43,0.0,0.768,0.433
794253108,"$13,090.00",0,13090.0,3851,78,0.0,0.75,1.0
720899883,"$6,849.00",0,6849.0,3770,82,0.0,0.736,0.864
714313608,"$4,228.00",1886,2342.0,4356,74,0.446,1.076,0.682
716602683,"$5,678.00",2082,3596.0,5092,70,0.367,0.83,0.707
715928808,"$3,964.00",1218,2746.0,4580,75,0.307,0.593,1.419
771899433,"$7,970.00",2434,5536.0,1263,27,0.305,0.406,0.35
714771708,"$4,692.00",0,4692.0,4281,69,0.0,0.837,0.643
709711758,"$1,942.00",0,1942.0,1853,31,0.0,0.366,0.107
721137558,"$5,821.00",894,4927.0,2011,42,0.154,0.461,0.273
820268358,"$2,357.00",1462,895.0,4534,75,0.62,0.734,1.027
709273383,"$8,294.00",696,7598.0,4136,77,0.084,0.806,1.2
822959133,"$3,174.00",2084,1090.0,4508,83,0.657,0.636,1.075
720491958,"$1,438.30",0,1438.3,4302,74,0.0,0.734,0.762
713607108,"$1,852.00",1428,424.0,4486,61,0.771,0.795,0.848
709729533,"$1,809.00",457,1352.0,2169,49,0.253,0.703,0.485
717890583,"$3,503.00",1572,1931.0,4671,93,0.449,0.866,0.632
718384233,"$17,835.00",868,16967.0,4258,58,0.049,0.723,0.657
713401758,"$3,383.00",1458,1925.0,4897,75,0.431,0.678,0.562
773257233,"$7,128.00",1457,5671.0,3534,70,0.204,0.553,0.591
713556033,"$1,438.30",790,648.3,3959,59,0.549,0.615,0.735
719265108,"$3,815.00",1190,2625.0,4430,94,0.312,0.852,0.741
778740708,"$1,902.00",962,940.0,4203,69,0.506,0.534,0.725
710952933,"$2,077.00",1254,823.0,4226,75,0.604,0.821,1.143
720991833,"$2,514.00",2090,424.0,2603,53,0.831,0.842,0.606
779954658,"$34,516.00",0,34516.0,4714,82,0.0,0.846,0.745
714204108,"$2,144.00",1492,652.0,3859,55,0.696,0.96,0.571
805546308,"$5,951.00",2517,3434.0,4554,83,0.423,0.787,0.694
716244933,"$4,806.00",0,4806.0,4674,87,0.0,0.827,0.74
712018233,"$16,612.00",2517,14095.0,4697,94,0.152,0.602,0.808
802878408,"$2,799.00",0,2799.0,4116,88,0.0,0.689,0.571
719504433,"$18,064.00",1695,16369.0,3434,71,0.094,0.838,0.479
794558658,"$2,560.00",1430,1130.0,4783,86,0.559,0.766,0.792
711634008,"$5,821.00",0,5821.0,4591,70,0.0,0.859,1.188
708260208,"$2,057.00",1279,778.0,4321,76,0.622,0.562,0.689
