CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Contacts_Count_12_mon
710289783,43.0,F,2,Uneducated,Divorced,4
780390108,44.0,F,3,College,Married,2
720585183,50.0,M,3,High School,Married,2
711831558,49.0,M,4,College,Divorced,1
710854008,48.0,M,3,Unknown,Unknown,4
717017808,62.0,M,0,Uneducated,Single,2
823615983,54.0,M,2,Uneducated,Single,3
807587433,56.0, M ,2,Doctorate,Married,5
709987683,46.0,F,4,Graduate,Married,4
714435408,57.0,M,3,High School,Single,1
718994583,48.0,F,2,College,Married   ,1
793616883,39.0,F,5,Graduate,Single,2
779978283,45.0,F,3,High School,Married,1
713370033,53.0,F,0,Graduate,N/A,4
710482533,26.0,M,0,Unknown,Married,1
778830933,40.0,M,3,Graduate,Married,0
736145283,43.0,M,2,College,Married,4
778718658,33.0,F,2,High School,Divorced,4
719482008,45.0,M,1,Uneducated,Married   ,2
715004808,49.0,F,2,High School,Married,1
720014358,38.0,F,1,Doctorate,Single,4
718208358,43.0,M,5,Uneducated,Married,4
713380308,42.0,F,4,Uneducated,Single,1
716477133,42.0,F,4,Uneducated,Single,4
713949858,39.0,F,2,Doctorate,Married,4
827619933,48.0,M,2,Uneducated,Single,2
779135808,56.0,F,2,Doctorate,Single,4
719751483,39.0, M ,2,Uneducated,Single,1
708219858,39.0,m,2,Graduate,Single,2
779681433,48.0, M ,3,Graduate,Married,4
720169383,52.0,F,2,College,Married,1
718056033,44.0,F,3,High School,Married,2
789226683,44.0,M,1,Unknown,Married,3
822902508,41.0,F,3,College,Married   ,3
780462183,44.0,M,2,Unknown,Single,2
715502808,42.0,M,3,High School,Married   ,2
788755158,49.0,M,3,High School,Married,1
780038058,38.0,F,0,High School,Single,5
709536483,57.0,M,3,Graduate,Married,3
712563408,33.0,FEMALE,2,Uneducated,Single,6
771222558,45.0,m,3,Graduate,Unknown,3
708145908,61.0,F,0,Graduate,Married,0
717755058,41.0,F,4,Doctorate,Single,4
789109983,40.0,FEMALE,3,High School,Divorced,4
802600233,51.0,F,2,Graduate,Single,3
720449208,34.0,F,1,College,Married,4
719557983,42.0,M,4,Uneducated,Married,3
766111383,38.0,F,2,High School,Married,4
789367083,41.0,F,2,Uneducated,Single,3
710538183,53.0,F,3,Graduate,Divorced,4
708534033,45.0,F,3,Graduate,Single,2
716739258,43.0,F,4,Unknown,Single,4
788940558,41.0,F,3,Graduate,Married,2
714722808,50.0,M,1,College,Married,2
713249883,51.0,F,2,Uneducated,Married,3
714207483,47.0,M,3,Graduate,Married   ,4
720068808,41.0,F,2,Graduate,Married,2
778601733,55.0,FEMALE,3,High School,Single,3
709779258,53.0,F,3,Post-Graduate,Married,4
713696808,46.0,m,3,High School,Married,0
720044658,53.0,M,1,Post-Graduate,Single,4
716373483,48.0,F,5,Graduate,Married,2
714305508,46.0,F,3,Uneducated,Married,2
712202433,46.0,F,2,High School,Married   ,4
716600733,47.0,F,4,Unknown,Married   ,3
778372158,49.0,F,5,High School,Married,2
714176133,47.0,F,1,Uneducated,N/A,3
708969633,42.0,M,4,Uneducated,Unknown,1
715765758,54.0,F,2,Uneducated,Married   ,4
803097333,41.0,M,2,Graduate,Married,4
710411358,39.0,F,4,College,Married,4
715660308,54.0,FEMALE,3,College,Married,2
711866358,42.0,F,3,High School,N/A,3
710738883,52.0,F,3,High School,Married,3
717822108,60.0,F,0,Uneducated,Single,3
714407058,40.0,M,3,Uneducated,Divorced,1
710744433,48.0,F,1,Uneducated,N/A,0
778959258,51.0,F,1,Unknown,Married,3
713320008,48.0,M,3,Graduate,Single,2
766795983,46.0,F,1,Unknown,Married   ,2
716256483,50.0,F,2,Graduate,Single,4
712364283,54.0,F,2,Doctorate,Married,2
714620358,37.0,F,2,Graduate,Divorced,4
709145958,43.0,F,3,Unknown,Married,2
709787733,54.0,F,4,College,Single,2
809071083,60.0,F,1,Graduate,Single,0
721165608,51.0,M,2,Graduate,Married,3
716668308,39.0,F,4,High School,N/A,4
708760458,47.0,M,1,High School,Single,4
720333783,51.0,F,2,Unknown,Married,4
789212883,30.0,m,1,Uneducated,Divorced,2
711341433,34.0,F,2,Graduate,Married   ,3
720235608,60.0,F,0,Graduate,Unknown,1
716890533,49.0,m,2,Uneducated,Married   ,2
708491508,51.0,M,2,Unknown,Single,2
718542858,50.0,M,1,High School,Married,2
717750858,32.0,F,2,Post-Graduate,Single,2
712450008,50.0,F,2,Post-Graduate,Married,4
827628408,40.0,FEMALE,4,Graduate,Married,2
713492583,34.0,FEMALE,2,Graduate,Married   ,2
718054833,50.0,M,2,Unknown,N/A,4
788770908,45.0,M,4,College,Married,2
710175783,45.0,F,3,High School,Single,1
715429608,45.0,F,3,College,Married,1
714058308,43.0,F,5,Uneducated,Single,4
717965808,65.0,M,0,Unknown,N/A,4
709265208,47.0,F,4,Graduate,Single,2
713114133,42.0,F,2,Uneducated,Single,3
721349883,51.0,F,4,Graduate,Single,1
758965158,44.0,M,5,High School,Single,3
749722908,43.0,M,2,Post-Graduate,Married,2
709495833,44.0,F,2,Graduate,Single,4
717575958,50.0,F,1,Post-Graduate,Married,3
714406158,53.0,F,3,High School,Divorced,6
767243208,42.0,F,3,Graduate,Single,2
711515433,55.0,F,2,Unknown,Single,2
720190908,59.0,M,1,High School,Married   ,4
818814933,58.0,F,1,Unknown,Single,1
719794383,60.0,F,2,College,Married,2
709766808,49.0,F,2,Uneducated,Married,2
709666908,42.0,F,4,Graduate,Divorced,1
794653983,44.0,F,3,Graduate,Married,4
716593533,56.0,M,1,High School,Single,3
714113658,52.0,M,2,Unknown,Single,1
708776658,54.0,M,2,Unknown,Married,2
712225008,55.0,M,2,Graduate,Married   ,3
787450758,57.0,FEMALE,1,Unknown,Married   ,1
789099783,43.0,F,2,Unknown,Married,3
711751533,47.0,F,4,Graduate,Married,3
708367908,56.0,F,1,Uneducated,Married,2
714951858,44.0,F,2,Graduate,Married,3
720436008,54.0,F,1,Doctorate,Unknown,4
718984533,37.0,M,3,Graduate,Single,4
716982483,49.0,FEMALE,2,Graduate,Married,2
708681708,51.0,F,2,Unknown,Single,2
720202008,47.0,F,5,Unknown,Single,4
714483033,45.0,F,5,Unknown,Married,2
711468708,38.0,F,4,High School,N/A,2
821724483,48.0,M,4,Unknown,Single,2
716402508,49.0,F,3,Graduate,Unknown,3
721189008,41.0,M,4,Graduate,N/A,4
712867983,54.0,F,2,Uneducated,Married   ,4
713814408,39.0,M,2,Uneducated,Single,4
716671983,38.0,M,0,High School,Married   ,2
708252108,64.0,M,0,College,Single,2
717212958,55.0,M,2,Doctorate,N/A,3
713048733,50.0,M,2,Uneducated,Married   ,1
779841483,55.0,F,1,Doctorate,Married,3
710701233,44.0,F,5,Graduate,Single,1
718837683,55.0,M,2,High School,Single,4
718127958,58.0,M,0,Graduate,Divorced,2
718685358,51.0,F,2,Uneducated,N/A,4
771559158,58.0,M,3,Uneducated,Unknown,3
710138883,47.0,m,3,Graduate,Unknown,2
711197658,53.0,F,1,Post-Graduate,Married   ,0
709045683,42.0,F,3,Uneducated,Married,1
708272808,45.0,M,5,Graduate,Single,1
720292983,60.0,F,0,Graduate,Married,2
709112508,42.0,F,3,College,Single,4
712840608,55.0,F,2,Uneducated,Married,3
788920308,51.0,F,2,High School,Married,1
718160358,51.0,F,1,Graduate,Married,2
719325783,65.0,M,2,Unknown,Single,3
712885533,50.0,M,4,Graduate,Married,2
719268333,49.0,F,3,Uneducated,Married,4
721004133,38.0,F,2,Graduate,Single,2
714103908,54.0, M ,3,Doctorate,Single,2
771502383,54.0,F,1,High School,Married,4
713014533,54.0,m,3,Unknown,Single,4
713980383,49.0,F,3,Graduate,Single,4
711294258,43.0,F,1,Graduate,Single,3
719954733,43.0,M,2,Graduate,Married   ,3
711561933,57.0,F,1,Uneducated,Divorced,1
826077033,46.0,F,2,Unknown,Married   ,4
711555483,43.0,F,3,High School,Unknown,2
715194183,53.0,F,2,Unknown,Married   ,4
716929233,43.0,F,3,Post-Graduate,N/A,4
709014558,49.0,M,2,Uneducated,Married,2
710636208,51.0,M,3,Uneducated,Married   ,3
815525508,46.0,F,3,High School,Unknown,4
718746933,56.0,F,3,High School,Married,4
715686183,46.0,F,4,Graduate,Single,1
741778458,54.0,F,2,Unknown,Married   ,3
801056358,51.0,M,1,High School,Single,3
709486158,33.0,FEMALE,3,Graduate,Married,3
713826183,41.0, M ,3,High School,Unknown,4
803342358,55.0, M ,3,Graduate,Married,4
780292683,55.0,M,1,Uneducated,Single,4
788646858,41.0,F,3,Graduate,Married   ,1
711116133,50.0,F,1,Uneducated,Married   ,4
708584208,36.0,F,2,Graduate,Unknown,4
789097833,39.0,F,0,High School,Married   ,3
709443633,38.0,F,1,Uneducated,Married,1
767280633,46.0,F,2,Graduate,Unknown,2
713096583,40.0,F,1,High School,Single,2
721033908,58.0,M,1,Uneducated,Single,1
756025233,43.0,FEMALE,4,Uneducated,Single,2
711977508,56.0, M ,2,Uneducated,Single,4
772076208,58.0,M,4,College,Married   ,0
710666583,29.0,F,1,Uneducated,Married   ,4
712369308,48.0,F,4,Doctorate,Divorced,2
794784633,61.0,m,0,Uneducated,Single,2
716437533,51.0,M,2,College,Married   ,3
715109508,44.0,F,3,College,Married,4
795392433,35.0, M ,2,Uneducated,Single,1
712721358,48.0,F,3,Uneducated,Divorced,2
720118908,26.0,M,0,Graduate,Married,4
799486158,39.0,F,1,Graduate,Married,4
718980633,38.0,M,2,College,Married,3
717336408,51.0, M ,1,Doctorate,Single,1
709546608,37.0,F,2,Uneducated,N/A,4
823624158,53.0,F,2,Doctorate,Single,2
771688983,53.0,F,2,High School,Single,2
708701358,39.0,F,2,Uneducated,Married   ,3
712048008,56.0,F,4,High School,Single,2
710712783,52.0,F,4,Unknown,Married,3
716626008,51.0, M ,2,Graduate,Divorced,4
718284408,43.0,F,3,Unknown,Married,2
717414933,51.0,F,1,High School,Single,3
713032233,53.0,F,2,Graduate,Single,4
714234858,54.0,F,3,High School,Married,4
714818058,36.0,F,4,High School,Married,1
708731658,53.0,F,0,High School,Married,4
708706833,39.0,F,3,Uneducated,Divorced,3
780100533,46.0,M,3,Graduate,Married,4
711712983,56.0,M,2,Graduate,Single,3
712549758,40.0,F,4,Graduate,Married,1
713348433,42.0,FEMALE,3,High School,Single,2
820599333,43.0, M ,5,Graduate,Single,2
787261008,43.0,M,1,Post-Graduate,Unknown,4
778343958,47.0,F,3,Graduate,Married,0
788407833,49.0,F,4,Graduate,Married   ,2
760807608,48.0,F,4,Uneducated,Married,4
771108933,47.0,F,4,Graduate,Married,4
715954158,48.0,M,3,Post-Graduate,Married,4
715499058,36.0,F,2,High School,Married   ,2
717995958,47.0,F,3,Unknown,Married,4
718736883,49.0,F,3,Uneducated,Single,4
721045608,51.0, M ,3,High School,Married,3
715215108,54.0,FEMALE,2,Unknown,Married,3
795823383,43.0,F,4,Graduate,Single,3
718338708,49.0,F,1,Graduate,Married,2
713588958,40.0,F,4,Unknown,Single,1
710120358,40.0,m,3,Unknown,Married,4
809582058,48.0,M,2,Unknown,Unknown,2
709199358,60.0, M ,1,Uneducated,Married,4
821889858,50.0,F,1,Doctorate,Single,3
815324433,-99.0,F,4,High School,Married,1
793656633,35.0,F,3,Uneducated,Married,1
713246208,65.0,M,1,Unknown,Single,4
711493158,52.0,M,3,Graduate,Single,2
721163133,44.0,M,2,Graduate,Married   ,1
826417233,35.0,F,4,College,N/A,4
711619608,45.0,M,3,Graduate,Married,2
712244733,56.0,m,1,Unknown,Married   ,2
709638783,50.0,F,1,High School,Married,4
720296808,52.0,F,3,Graduate,Married,2
718926258,37.0,F,1,High School,Single,2
714706083,44.0,M,2,College,Married,4
721473783,35.0,F,3,Graduate,Married,1
712230408,42.0,M,4,Uneducated,Married,4
716186883,48.0,F,4,College,Married,2
715204083,47.0,F,4,Doctorate,Single,2
709283358,43.0, M ,4,Unknown,Married,3
817887408,39.0,F,1,Uneducated,Single,4
789481233,39.0, M ,2,High School,Married,3
718184883,48.0,F,3,High School,Married   ,2
821157183,42.0,F,5,Unknown,N/A,3
709837308,34.0,F,3,Graduate,Single,2
779491908,47.0,F,4,Post-Graduate,Unknown,1
718399233,43.0, M ,4,College,N/A,1
779447358,50.0,F,2,Graduate,Married,4
710661333,55.0,F,2,Unknown,Single,2
789114408,50.0,F,1,Post-Graduate,Single,4
710570058,44.0,F,1,Graduate,Single,4
712681608,54.0,F,3,Uneducated,Married   ,2
709086933,40.0,F,3,College,Single,4
709179708,40.0,M,2,Graduate,Divorced,2
711206958,41.0,F,3,High School,Married   ,2
823928058,52.0,FEMALE,2,Uneducated,Married,4
796330983,41.0,F,4,Graduate,Single,4
771284658,47.0,FEMALE,1,Unknown,N/A,4
779307558,53.0,F,1,College,Unknown,3
788846508,48.0,m,4,Uneducated,Married,3
783500283,62.0,M,0,Graduate,Unknown,2
802247658,59.0,M,2,Uneducated,Single,4
795573333,41.0,M,3,High School,Married,1
721366308,50.0,M,3,Unknown,Single,1
720377433,38.0,F,3,Graduate,Married,4
711243108,50.0,M,1,Doctorate,Married,3
789351783,40.0,F,5,Graduate,Married,2
719699208,39.0,F,4,Uneducated,Single,4
720774183,40.0,F,1,High School,Married   ,1
713590158,41.0, M ,4,Graduate,Married   ,4
715547058,35.0,FEMALE,0,Graduate,Married,4
815596608,48.0,F,5,Uneducated,Married,3
718921683,49.0,M,4,Unknown,Married,3
720031908,55.0,M,2,Doctorate,Married,1
716716083,58.0,FEMALE,3,Unknown,Single,3
819969933,43.0,F,2,High School,Single,2
714382608,35.0,F,2,Graduate,Married,0
720092283,40.0,F,3,Graduate,Single,3
720531633,55.0,F,1,Graduate,Unknown,2
718508883,43.0,F,3,Unknown,Single,3
708794133,46.0, M ,4,High School,Unknown,4
713447583,48.0,F,3,High School,Single,2
716107158,32.0,F,0,Graduate,Single,5
712713108,61.0,FEMALE,0,Graduate,Married,3
719245083,53.0, M ,1,Uneducated,Single,4
708269583,42.0,F,3,Uneducated,Divorced,4
720234708,45.0,M,2,High School,Single,2
709436883,56.0,F,2,Uneducated,Single,2
714140133,42.0,F,4,Graduate,Unknown,2
716136333,40.0,FEMALE,4,Uneducated,Single,1
715031433,57.0,M,2,Graduate,Married,3
810667158,40.0,M,2,High School,Divorced,1
715253433,48.0,M,4,Unknown,Single,3
809937933,42.0,F,3,Graduate,Married,2
708997833,49.0,m,4,Doctorate,Single,1
718296558,44.0,F,4,Unknown,Married,5
780086658,43.0,M,4,Doctorate,Unknown,4
708754833,48.0,F,3,Uneducated,Single,4
788638908,43.0,F,2,Graduate,Divorced,4
715607958,45.0,F,2,Graduate,Married,3
708515358,40.0,F,1,High School,Married,2
716357058,53.0,M,3,Uneducated,Married   ,1
714569958,38.0,F,2,Unknown,Single,1
716822583,39.0,F,2,High School,Single,3
721109358,39.0,M,3,High School,Married,1
827635083,59.0,F,0,Graduate,Unknown,3
715492983,40.0,M,3,Post-Graduate,Married,4
712234308,54.0,F,3,Graduate,Married,2
708334158,46.0,F,3,Graduate,Divorced,4
812488608,44.0,F,3,College,Unknown,3
793345008,44.0,F,3,Uneducated,Single,3
715487733,44.0,F,4,Graduate,Married,3
788856408,50.0,F,5,Uneducated,Married,2
708154833,39.0,F,2,Graduate,Single,3
721147383,37.0,F,2,High School,Single,4
803973483,49.0,F,3,Unknown,Married   ,4
788941983,36.0,F,3,Graduate,N/A,1
715603233,53.0,F,3,Uneducated,Married,2
709945458,52.0,M,3,Uneducated,Single,1
714614133,53.0,F,3,Unknown,Married,3
768167358,37.0,M,4,Doctorate,Single,0
737967708,52.0,F,1,Unknown,Married   ,1
712920633,49.0,F,2,Unknown,Married   ,1
780373233,39.0, M ,4,Unknown,Single,0
721384308,39.0,F,1,Uneducated,Married,4
712242633,42.0,FEMALE,2,Unknown,Single,4
713610933,40.0,F,2,Uneducated,Married,1
714257958,41.0,F,3,Doctorate,Single,1
772172883,46.0,F,2,Uneducated,Unknown,1
720204558,45.0,F,2,High School,Married,3
779635533,,F,3,Graduate,N/A,3
804658833,53.0,F,3,Unknown,Married   ,2
756691608,37.0,F,3,Graduate,Married,3
806219808,52.0,M,3,College,Unknown,3
826266483,39.0,F,2,College,Single,2
775152708,49.0,M,3,Post-Graduate,Unknown,4
787596558,50.0,FEMALE,1,Uneducated,Married,1
803205258,51.0,F,3,Graduate,Single,4
716041908,54.0,F,1,High School,Single,4
708837858,44.0,F,4,Doctorate,Unknown,2
828227433,50.0,M,2,High School,Single,4
714487458,49.0,F,5,Graduate,Divorced,2
711390333,59.0,M,0,Post-Graduate,Married,2
787974108,37.0,F,1,High School,Single,2
714036258,47.0,m,3,Unknown,Single,4
788752833,52.0,F,2,High School,Divorced,4
773108958,55.0,F,2,Uneducated,Married,1
782437008,41.0,F,3,College,Married,4
710729358,40.0,F,2,High School,Single,4
827423433,41.0,F,4,Graduate,Divorced,4
756919683,48.0,F,2,Unknown,Married,3
779219208,38.0,F,2,High School,Single,3
712342833,52.0,F,2,Graduate,Married,1
721121283,37.0,F,2,Graduate,Single,4
790006383,45.0,m,0,Unknown,Married,2
756989583,41.0,M,4,Graduate,Unknown,2
717477783,49.0,F,4,Unknown,Married   ,2
716614683,49.0,M,3,College,Single,1
789942033,43.0,M,4,Graduate,Single,3
740784258,47.0,F,2,College,Single,3
711336033,26.0,F,0,Unknown,Single,2
768141558,51.0,M,3,College,Single,0
717179508,33.0,m,0,Graduate,Single,3
716520033,52.0,M,2,Post-Graduate,Married,1
783625008,51.0,M,2,Post-Graduate,Married   ,2
769330908,49.0,F,4,High School,Married,4
789396783,30.0,FEMALE,0,High School,Single,4
709310433,65.0, M ,0,Unknown,Single,2
713094483,43.0,F,3,Unknown,Married,4
770753733,42.0,m,5,College,Single,2
712659408,57.0,M,1,High School,Married,2
768475383,62.0,F,0,Unknown,Single,2
779655183,48.0,M,4,College,Single,3
711278283,61.0,F,1,High School,Unknown,2
713345508,43.0,F,2,High School,Single,2
711379083,60.0,F,0,Doctorate,Single,3
789144633,45.0,M,1,Graduate,Married,2
708393633,41.0,F,0,High School,Married,4
708657033,60.0,F,2,College,Single,2
717949008,40.0,F,4,High School,Single,3
788866983,63.0,F,0,Unknown,Single,1
751283658,42.0,F,4,Unknown,Single,3
718243533,48.0,M,3,Post-Graduate,Divorced,4
779754408,44.0,M,3,Graduate,Single,2
794866983,51.0,F,1,Doctorate,Married,1
711832533,42.0,M,3,High School,Single,3
788552658,46.0,F,4,Uneducated,Married,1
715415508,42.0,F,4,Graduate,Married   ,3
719962458,44.0, M ,2,Graduate,Married   ,2
712734933,43.0,F,2,College,Married,3
717410508,43.0,M,3,Unknown,Married,4
711796683,50.0,F,2,Graduate,Single,2
709407933,51.0,M,3,High School,Single,4
810493458,52.0,F,1,Uneducated,Single,3
720494058,51.0,F,2,College,Married,3
717050883,60.0,F,1,High School,Single,2
713163258,38.0,F,2,Unknown,Married   ,3
715659333,,F,4,High School,Single,2
712414908,45.0,F,4,Unknown,Married,1
720175008,48.0,F,2,Doctorate,Married,4
719876808,43.0,M,3,Unknown,Divorced,3
713334483,46.0, M ,1,Post-Graduate,Married   ,3
708360108,50.0,M,1,College,Single,1
720676158,34.0,F,4,Uneducated,Single,2
716631708,56.0,M,2,High School,Married,1
713025558,53.0,F,5,Doctorate,N/A,3
710506683,47.0,F,4,High School,Single,0
712428333,49.0, M ,3,Uneducated,Single,4
718041033,47.0,F,4,Graduate,Married,4
709169133,35.0,F,1,High School,Married,1
718164858,42.0,F,4,Post-Graduate,Married,2
809565183,52.0,F,1,Graduate,Single,4
778377183,49.0,M,3,Graduate,Single,2
712845258,41.0,m,2,Uneducated,Married,2
716915133,42.0,F,2,Unknown,Single,4
771403008,52.0,M,2,Graduate,Unknown,3
787441383,52.0,F,0,Graduate,N/A,2
711345258,52.0,m,2,High School,Married,1
713685033,44.0,F,2,Graduate,Married,2
718205283,48.0,F,3,College,Single,1
708337683,51.0,m,2,Uneducated,Single,2
720941433,53.0,F,3,High School,Married,2
710201058,46.0,F,4,Graduate,Married,2
785218458,44.0,M,2,Graduate,Married,3
770740308,49.0,F,4,Graduate,Unknown,2
787493808,48.0, M ,4,Graduate,Unknown,2
708846183,48.0,M,4,College,Single,2
810586833,38.0,F,3,Graduate,Married   ,3
711151383,34.0,FEMALE,1,Post-Graduate,Single,5
712425258,46.0,F,4,Unknown,Single,3
772063308,45.0,FEMALE,2,Graduate,Single,1
718574808,33.0,F,2,Graduate,Single,4
717131283,43.0,F,4,High School,Divorced,1
798996183,61.0,F,0,Unknown,Married,3
716831508,47.0,F,3,High School,Single,3
715297908,41.0,F,4,College,Unknown,3
813234108,45.0,F,3,Uneducated,Married,3
711027183,50.0,M,4,College,Single,1
718812708,57.0,M,2,Graduate,Single,4
709505808,45.0,F,3,College,Single,4
711267633,50.0,F,3,Graduate,Divorced,4
719613783,51.0,F,1,Doctorate,Married,2
719035758,53.0,FEMALE,3,Uneducated,Divorced,2
708473133,55.0,F,1,Graduate,Married,3
712996833,40.0,F,1,High School,Married,2
720963258,52.0,F,3,College,Married,3
819606258,48.0,M,4,Unknown,Married,3
714634983,44.0,F,1,Unknown,Single,3
806428908,60.0,m,1,Graduate,Single,3
710903358,65.0,F,0,Unknown,Single,1
712676208,46.0,F,5,High School,Single,3
709005633,62.0,M,0,High School,Single,4
712102983,47.0,F,2,College,Married,3
754480233,50.0,M,2,Post-Graduate,Divorced,4
719042208,43.0,m,4,Doctorate,Unknown,4
716251608,45.0,F,4,Unknown,Married,4
715537383,46.0,M,3,College,Single,2
709460883,38.0,m,2,Doctorate,Married,4
789325008,49.0,M,3,College,Single,1
719195733,47.0,m,3,College,Married,3
787665258,47.0,F,3,Unknown,Married,2
710226708,55.0,F,2,Uneducated,Divorced,1
711982383,62.0,M,1,Graduate,Single,2
716345283,55.0,M,2,Uneducated,Single,4
816850458,33.0,M,2,Unknown,Married,4
710842308,41.0,F,5,Uneducated,Single,4
713132133,54.0, M ,1,Unknown,Married,4
788874333,55.0,M,3,Post-Graduate,Unknown,4
717987258,43.0,F,3,Unknown,Single,4
793712658,52.0,FEMALE,3,Graduate,Married,3
708324483,47.0, M ,4,Unknown,N/A,4
768612258,52.0,F,3,Unknown,N/A,3
719659758,45.0, M ,4,High School,Married,0
711313158,50.0,F,4,Unknown,Single,1
716483358,44.0,M,3,Graduate,Single,4
719829633,42.0,m,2,Unknown,Married,4
812465958,53.0,F,3,Post-Graduate,Divorced,2
786536808,51.0,M,2,College,Married,1
807369708,52.0,M,3,College,Married,4
711397533,52.0,F,2,High School,Married,2
711740508,50.0, M ,1,Unknown,Married   ,2
715233108,38.0,M,1,College,Married,2
813807258,50.0,F,2,High School,Married,3
769183908,51.0,F,2,Doctorate,Single,1
718451133,48.0,M,2,Graduate,Single,4
721115733,47.0,M,3,Unknown,Married,2
720085233,51.0,F,2,Doctorate,Divorced,4
717036408,36.0,F,1,Uneducated,N/A,1
714427608,45.0,F,5,Post-Graduate,Married,1
780019908,53.0,F,1,Graduate,Married   ,2
827898033,54.0,F,1,Uneducated,Married,3
720302883,53.0,F,3,Graduate,Married,1
715893633,47.0,F,4,Doctorate,Single,2
720730683,51.0,m,2,Graduate,Married   ,3
720638283,40.0,F,4,College,Single,2
789053883,43.0,M,3,Post-Graduate,Single,1
719286708,50.0,F,1,Graduate,Single,2
713952558,53.0,F,3,Doctorate,Single,2
793395933,59.0,F,1,High School,Single,3
813895458,49.0,F,0,Unknown,Single,3
771733608,47.0,F,1,Graduate,Married,5
710102208,56.0,M,2,Graduate,Single,2
719511783,48.0,F,1,Unknown,Married,2
712849158,55.0,M,0,High School,Divorced,3
783070833,34.0,m,4,Graduate,Married   ,3
713419908,58.0,F,2,High School,Married,3
789345408,39.0,F,2,College,Married,2
720992883,47.0,F,4,Graduate,Married,3
803652633,47.0, M ,2,Uneducated,Single,2
789248958,37.0, M ,2,High School,Married,3
716178483,41.0,F,4,Uneducated,Unknown,2
715440558,50.0,F,1,Graduate,Married,2
711535158,46.0,F,1,College,Unknown,3
713647083,53.0, M ,2,Uneducated,Single,3
718311933,53.0,m,4,Doctorate,Married,2
718404783,59.0,F,0,Unknown,Married,4
817332483,63.0,M,0,Doctorate,Married   ,3
710015733,41.0,F,1,Doctorate,Divorced,1
794965233,51.0,F,1,Graduate,Married,3
710512833,38.0,F,2,Graduate,Married,1
710803008,40.0,F,3,Doctorate,Married,2
712987608,51.0,F,2,Doctorate,Married   ,3
716974383,41.0,M,5,Graduate,Single,0
720930633,58.0,F,0,High School,Single,2
710136258,33.0,F,2,Graduate,Single,3
779438208,38.0,F,3,Graduate,Single,3
721017333,42.0,F,4,Post-Graduate,N/A,3
720952608,44.0,F,2,High School,Single,2
712886733,44.0,F,1,Graduate,Unknown,3
810545733,47.0,F,2,College,Married,3
822132858,41.0,M,4,Uneducated,Married,2
713526258,47.0,M,3,Uneducated,Single,4
712877733,48.0,M,5,Graduate,Married,3
713339283,54.0,M,3,Unknown,Married,4
720473433,59.0,F,1,Graduate,Unknown,3
780584658,33.0,F,2,Uneducated,Unknown,2
711824358,44.0,F,4,College,Single,2
789990333,43.0,F,4,Graduate,Single,2
721332033,42.0,M,2,Unknown,Married   ,1
709612983,41.0,F,2,Graduate,Married,4
771058908,55.0,FEMALE,3,High School,Single,2
715471833,50.0,FEMALE,0,Post-Graduate,Married,3
711781233,53.0,F,3,Graduate,Married,3
713947908,33.0,M,2,High School,Married,2
709741608,51.0,M,2,Unknown,Single,2
709333608,58.0,F,2,High School,N/A,2
709688883,45.0,M,3,High School,Unknown,2
716269308,56.0,F,3,Graduate,Single,2
708692583,44.0, M ,2,High School,Single,3
709892658,48.0,F,5,Graduate,Single,2
713815383,53.0,M,1,High School,Married   ,2
710183283,55.0,F,1,High School,Married,1
711937158,49.0,M,3,College,Married,3
771486933,64.0, M ,1,Graduate,Single,2
717450633,47.0,FEMALE,3,Uneducated,Single,4
718421808,56.0, M ,2,Uneducated,Married,2
716403633,60.0,F,0,College,Divorced,2
717646983,59.0,F,1,Graduate,Single,4
778837083,50.0,M,2,Graduate,Married,3
768632958,59.0,F,1,Graduate,Single,6
715622508,52.0,M,2,Unknown,Married,3
708402333,48.0,F,2,Doctorate,Married   ,0
708946008,46.0,F,3,College,Married,2
715625658,49.0,F,3,High School,Married,3
789599283,44.0,F,3,College,Divorced,2
708960858,40.0,FEMALE,4,High School,Married,3
814840833,44.0,M,4,Doctorate,Married,2
772082208,39.0,M,1,Graduate,Single,2
711597183,43.0,M,2,Uneducated,Divorced,2
712110333,37.0, M ,3,High School,Single,3
718673358,35.0,M,3,Doctorate,Married,4
712479633,31.0,F,1,Unknown,Single,2
716108283,53.0,F,4,Graduate,Married,3
779360808,49.0,F,3,Graduate,Married,3
716352033,49.0,m,2,Graduate,Married,3
716643033,41.0,F,2,Graduate,Married   ,3
711567333,43.0,M,1,High School,Single,2
788756133,44.0,F,3,Unknown,Divorced,2
755437533,48.0,m,4,Graduate,Single,2
713573508,41.0,M,4,Graduate,Unknown,4
709430508,40.0,M,4,High School,Unknown,3
710645583,44.0,F,2,Uneducated,Single,2
714253983,44.0,M,3,Unknown,Married,3
771566208,48.0,M,3,College,Married,2
713314533,40.0,M,2,Unknown,Single,3
720725883,34.0,F,2,College,Single,3
708539583,44.0, M ,3,Unknown,Married,3
716747283,44.0,F,2,Uneducated,Single,2
787519683,41.0,F,2,Graduate,Single,2
721044333,34.0,F,2,College,Married   ,0
713679633,41.0,F,3,Graduate,Married,5
711126483,37.0,F,1,Graduate,Single,3
814191333,55.0,M,2,Unknown,Divorced,3
715040208,49.0,F,2,Graduate,Single,3
710769258,40.0,F,2,Graduate,Married   ,3
715227633,36.0,F,3,College,Single,3
708635058,53.0, M ,0,High School,Single,1
